Hyp,Name,Score2,Score1
LEFT ,left/1528225c_nohash_0, -3079, -976
LEFT ,left/1b4c9b89_nohash_0, -2837, -941
LEFT ,left/1b4c9b89_nohash_1, -2725, -1112
LEFT ,left/1b4c9b89_nohash_2, -1491, -1050
LEFT ,left/1b4c9b89_nohash_3, -2240, -976
LEFT ,left/1b4c9b89_nohash_4, -2788, -1573
LEFT ,left/1cb788bc_nohash_0, -3093, -1009
LEFT ,left/1f3bece8_nohash_0, -2965, -1010
LEFT ,left/1f3bece8_nohash_1, -3027, -1122
LEFT ,left/1f3bece8_nohash_2, -2494, -903
LEFT ,left/1fe4c891_nohash_0, -3335, -1090
LEFT ,left/26b28ea7_nohash_0, -2108, -1037
LEFT ,left/2796ac50_nohash_0, -3295, -907
LEFT ,left/2796ac50_nohash_1, -3416, -746
LEFT ,left/2796ac50_nohash_2, -3063, -882
LEFT ,left/27c30960_nohash_0, -2350, -1614
LEFT ,left/27c30960_nohash_1, -2435, -1030
LEFT ,left/283d7a53_nohash_0, -2754, -900
LEFT ,left/283d7a53_nohash_1, -2572, -1112
LEFT ,left/28497c5b_nohash_0, -2210, -1158
LEFT ,left/2aa787cf_nohash_0, -2133, -905
LEFT ,left/2c6d3924_nohash_0, -2717, -1082
LEFT ,left/2d82a556_nohash_0, -2135, -1049
LEFT ,left/2fa39636_nohash_0, -1184, -1371
LEFT ,left/370844f7_nohash_0, -3271, -916
LEFT ,left/370844f7_nohash_1, -2879, -953
GO ON ,left/37dca74f_nohash_0, -1389, -2677
LEFT ,left/37dca74f_nohash_1, -2334, -1133
LEFT ,left/37dca74f_nohash_2, -2551, -1705
LEFT ,left/37dca74f_nohash_3, -2568, -1288
LEFT ,left/37dca74f_nohash_4, -2708, -1410
LEFT ,left/3c165869_nohash_0, -2758, -993
LEFT ,left/3df9a3d4_nohash_0, -1558, -2326
LEFT ,left/3efef882_nohash_0, -2970, -1044
LEFT ,left/3efef882_nohash_1, -3652, -1243
LEFT ,left/3efef882_nohash_2, -2990, -1197
ON ,left/3f2b358d_nohash_0, -1031, -1067
GO ,left/3f2b358d_nohash_1, -3085, -388
LEFT ,left/3ff840aa_nohash_0, -2410, -1156
LEFT ,left/412c675c_nohash_0, -2664, -890
LEFT ,left/412c675c_nohash_1, -2885, -1114
LEFT ,left/422d3197_nohash_0, -1929, -1025
LEFT ,left/4290ca61_nohash_0, -3591, -1563
LEFT ,left/42beb5eb_nohash_0, -3154, -959
LEFT ,left/43fc47a7_nohash_0, -3343, -1299
LEFT ,left/44260689_nohash_0, -3321, -840
LEFT ,left/4620dc14_nohash_0, -1457, -1148
LEFT ,left/47d01978_nohash_0, -2775, -1345
LEFT ,left/4845bb10_nohash_0, -2362, -1218
LEFT ,left/4845bb10_nohash_1, -2393, -983
LEFT ,left/48a8a69d_nohash_0, -2113, -1389
LEFT ,left/48a8a69d_nohash_1, -2933, -1205
RIGHT ,left/4a0e2c16_nohash_0, -1191, -982
LEFT ,left/4a0e2c16_nohash_1, -3132, -1776
LEFT ,left/4c4d2526_nohash_0, -2567, -1434
LEFT ,left/4c4d2526_nohash_1, -2514, -1048
LEFT ,left/4c4d2526_nohash_2, -1742, -1258
LEFT ,left/4c841771_nohash_0, -1954, -1240
LEFT ,left/4f8ef132_nohash_0, -2856, -2010
LEFT ,left/553f1a79_nohash_0, -2915, -1415
LEFT ,left/563aa4e6_nohash_0, -3270, -1092
LEFT ,left/563aa4e6_nohash_1, -2907, -1835
LEFT ,left/563aa4e6_nohash_2, -3107, -990
LEFT ,left/563aa4e6_nohash_3, -3540, -1257
LEFT ,left/563aa4e6_nohash_4, -2444, -1095
LEFT ,left/5744b6a7_nohash_0, -2094, -1720
LEFT ,left/5744b6a7_nohash_1, -1653, -1805
LEFT ,left/5828dfa2_nohash_0, -2823, -1069
LEFT ,left/587f3271_nohash_0, -3084, -1146
LEFT ,left/587f3271_nohash_1, -2660, -877
LEFT ,left/5b1db3ee_nohash_0, -2161, -1091
LEFT ,left/5c8af87a_nohash_0, -2947, -1081
LEFT ,left/5c8af87a_nohash_1, -3365, -1326
LEFT ,left/5c8af87a_nohash_2, -3367, -1650
LEFT ,left/5c8af87a_nohash_3, -1922, -2044
LEFT ,left/5c8af87a_nohash_4, -2451, -2501
LEFT ,left/5e3dde6b_nohash_0, -3054, -1133
LEFT ,left/5e3dde6b_nohash_1, -3444, -1663
LEFT ,left/5e3dde6b_nohash_2, -3089, -1935
LEFT ,left/5e3dde6b_nohash_3, -3009, -1627
LEFT ,left/5e3dde6b_nohash_4, -1384, -1812
LEFT ,left/5eb5fc74_nohash_0, -3625, -881
LEFT ,left/5f814c23_nohash_0, -4392, -1561
LEFT ,left/5f814c23_nohash_1, -3703, -1185
LEFT ,left/5f814c23_nohash_2, -2276, -1717
LEFT ,left/6021f08b_nohash_0, -2444, -1502
LEFT ,left/6736bc64_nohash_0, -2703, -1108
LEFT ,left/67961766_nohash_0, -1738, -838
LEFT ,left/67961766_nohash_1, -3183, -874
LEFT ,left/67961766_nohash_2, -2962, -1038
LEFT ,left/68dd409e_nohash_0, -2974, -1574
LEFT ,left/68dd409e_nohash_1, -3681, -1177
LEFT ,left/692a88e6_nohash_0, -3360, -1004
LEFT ,left/692a88e6_nohash_1, -2615, -1528
LEFT ,left/692a88e6_nohash_2, -3088, -1068
LEFT ,left/692a88e6_nohash_3, -3360, -1466
LEFT ,left/692a88e6_nohash_4, -2819, -1528
LEFT ,left/692a88e6_nohash_5, -4549, -904
LEFT ,left/6b889021_nohash_0, -2638, -1030
LEFT ,left/6f689791_nohash_0, -2702, -984
LEFT ,left/7192fddc_nohash_0, -3734, -911
LEFT ,left/7257420c_nohash_0, -2679, -1269
LEFT ,left/782c1305_nohash_0, -3203, -1002
LEFT ,left/8056e897_nohash_0, -3727, -1312
LEFT ,left/80c45ed6_nohash_0, -3061, -1161
LEFT ,left/80c45ed6_nohash_1, -3164, -881
LEFT ,left/83957201_nohash_0, -2107, -1025
LEFT ,left/83957201_nohash_1, -2961, -1877
LEFT ,left/840c366d_nohash_0, -3230, -1519
LEFT ,left/840c366d_nohash_1, -3399, -1452
LEFT ,left/85834399_nohash_0, -2653, -971
LEFT ,left/8625475c_nohash_0, -2028, -977
LEFT ,left/863880b7_nohash_0, -3160, -1288
LEFT ,left/8c7f81df_nohash_0, -2587, -886
LEFT ,left/91223b83_nohash_0, -3230, -755
LEFT ,left/94de6a6a_nohash_0, -3112, -907
LEFT ,left/94de6a6a_nohash_1, -3774, -1969
LEFT ,left/94de6a6a_nohash_2, -2612, -1397
LEFT ,left/94de6a6a_nohash_3, -2351, -1531
LEFT ,left/94de6a6a_nohash_4, -3767, -1809
LEFT ,left/95ba4996_nohash_0, -3039, -2164
LEFT ,left/95ba4996_nohash_1, -3283, -1951
LEFT ,left/964e8cfd_nohash_0, -2453, -2490
LEFT ,left/964e8cfd_nohash_1, -3312, -893
LEFT ,left/964e8cfd_nohash_2, -1821, -985
LEFT ,left/964e8cfd_nohash_3, -3542, -1998
LEFT ,left/964e8cfd_nohash_4, -3391, -1515
LEFT ,left/97f4c236_nohash_0, -3645, -1538
LEFT ,left/97f4c236_nohash_1, -2286, -1607
LEFT ,left/97f4c236_nohash_2, -2193, -1565
LEFT ,left/97f4c236_nohash_3, -2533, -1204
LEFT ,left/97f4c236_nohash_4, -2358, -1086
LEFT ,left/9a69672b_nohash_0, -2949, -1287
LEFT ,left/9a69672b_nohash_1, -3537, -1327
LEFT ,left/9a69672b_nohash_2, -2759, -1373
LEFT ,left/9a69672b_nohash_3, -2520, -960
LEFT ,left/9a69672b_nohash_4, -2369, -1065
LEFT ,left/9a7c1f83_nohash_0, -2374, -933
LEFT ,left/9a7c1f83_nohash_1, -2369, -899
LEFT ,left/9a7c1f83_nohash_2, -2369, -933
LEFT ,left/9a7c1f83_nohash_3, -2374, -933
LEFT ,left/9a7c1f83_nohash_4, -3230, -899
LEFT ,left/9b3ea809_nohash_0, -2717, -1030
LEFT ,left/9b3ea809_nohash_1, -1523, -1102
LEFT ,left/9d171fee_nohash_0, -3168, -1910
LEFT ,left/9d4bab4f_nohash_0, -2160, -1439
LEFT ,left/9dc1889e_nohash_0, -2760, -738
LEFT ,left/9dc1889e_nohash_1, -2368, -830
LEFT ,left/9dc1889e_nohash_2, -3593, -1024
LEFT ,left/a1533da4_nohash_0, -2475, -1182
LEFT ,left/a2473d62_nohash_0, -2094, -906
LEFT ,left/a2473d62_nohash_1, -1864, -1055
LEFT ,left/a2473d62_nohash_2, -3080, -948
LEFT ,left/a60a09cf_nohash_0, -3231, -1067
LEFT ,left/a60a09cf_nohash_1, -2103, -810
LEFT ,left/a8e25ebb_nohash_0, -3276, -1523
LEFT ,left/aa233654_nohash_0, -1720, -853
LEFT ,left/aa48c94a_nohash_0, -1816, -1103
LEFT ,left/adebe223_nohash_0, -3320, -1134
LEFT ,left/aef8dcf5_nohash_0, -1850, -1130
LEFT ,left/af7a8296_nohash_0, -2171, -1333
LEFT ,left/af7a8296_nohash_1, -2704, -1024
LEFT ,left/b11a05d2_nohash_0, -3304, -1089
LEFT ,left/b1f8326d_nohash_0, -2683, -1213
LEFT ,left/b1f8326d_nohash_1, -3126, -1169
LEFT ,left/b2e2773a_nohash_0, -2639, -2323
LEFT ,left/b2e2773a_nohash_1, -3184, -1864
LEFT ,left/b2e2773a_nohash_2, -4213, -1041
LEFT ,left/b49caed3_nohash_0, -3431, -1111
LEFT ,left/b49caed3_nohash_1, -2538, -1016
LEFT ,left/b49caed3_nohash_2, -4161, -1224
LEFT ,left/b49caed3_nohash_3, -3656, -1242
LEFT ,left/b49caed3_nohash_4, -3077, -807
LEFT ,left/b83c1acf_nohash_0, -1858, -883
RIGHT LEFT ,left/b83c1acf_nohash_1, -2964, -2900
LEFT ,left/b83c1acf_nohash_2, -3289, -1076
LEFT ,left/b83c1acf_nohash_3, -2889, -1431
LEFT ,left/b83c1acf_nohash_4, -1822, -939
LEFT ,left/b97c9f77_nohash_0, -1265, -822
LEFT ,left/b97c9f77_nohash_1, -2156, -1147
 ,left/b97c9f77_nohash_2, -2827, -2393
LEFT ,left/b97c9f77_nohash_3, -2272, -856
LEFT ,left/b97c9f77_nohash_4, -2136, -875
LEFT ,left/bb31b82b_nohash_0, -2900, -1676
LEFT ,left/bb31b82b_nohash_1, -3605, -1725
LEFT ,left/bed06fac_nohash_0, -2811, -1162
LEFT ,left/c0e0f834_nohash_0, -3102, -873
LEFT ,left/c22d3f18_nohash_0, -2472, -964
LEFT ,left/c22d3f18_nohash_1, -2594, -810
LEFT ,left/c22d3f18_nohash_2, -2272, -1411
LEFT ,left/c22d3f18_nohash_3, -2073, -701
LEFT ,left/c22d3f18_nohash_4, -3244, -1146
LEFT ,left/c7124b73_nohash_0, -3394, -781
LEFT ,left/c7124b73_nohash_1, -2950, -800
LEFT ,left/ca48dc76_nohash_0, -2054, -1094
LEFT ,left/ca48dc76_nohash_1, -3150, -1143
LEFT ,left/ca48dc76_nohash_2, -2637, -1738
LEFT ,left/ca48dc76_nohash_3, -2818, -1777
LEFT ,left/caedb73a_nohash_0, -3473, -1199
LEFT ,left/caf9fceb_nohash_0, -3426, -1089
LEFT ,left/cc592808_nohash_0, -1466, -935
LEFT ,left/cd85758f_nohash_0, -3801, -1579
LEFT ,left/cd85758f_nohash_1, -2853, -2006
LEFT ,left/cd85758f_nohash_2, -2900, -2860
LEFT ,left/cd85758f_nohash_3, -3809, -1108
LEFT ,left/cd85758f_nohash_4, -3143, -1479
LEFT ,left/cfde27ba_nohash_0, -2928, -1093
LEFT ,left/d0faf7e4_nohash_0, -2928, -1018
LEFT ,left/d0faf7e4_nohash_1, -1763, -1018
LEFT ,left/d0faf7e4_nohash_2, -2490, -797
LEFT ,left/d0faf7e4_nohash_3, -2802, -869
LEFT ,left/d0faf7e4_nohash_4, -2952, -1165
LEFT ,left/d0faf7e4_nohash_5, -3056, -1757
LEFT ,left/d1a4fb3f_nohash_0, -2764, -1523
LEFT ,left/d1a4fb3f_nohash_1, -3479, -1214
LEFT ,left/d5ca80c6_nohash_0, -3006, -1644
LEFT ,left/d7467392_nohash_0, -2501, -1194
LEFT ,left/d7467392_nohash_1, -2678, -1132
LEFT ,left/d91a159e_nohash_0, -3474, -935
LEFT ,left/d9e9f554_nohash_0, -3224, -1007
LEFT ,left/daf230ac_nohash_0, -3314, -1039
LEFT ,left/dc75148d_nohash_0, -2721, -885
LEFT ,left/dc75148d_nohash_1, -2416, -1012
LEFT ,left/e1469561_nohash_0, -2359, -1413
LEFT ,left/e1469561_nohash_1, -2556, -1876
LEFT ,left/e1469561_nohash_2, -2116, -1207
LEFT ,left/e1469561_nohash_3, -1364, -1913
LEFT ,left/e1469561_nohash_4, -2384, -1127
LEFT ,left/e41a903b_nohash_0, -2029, -1125
LEFT ,left/e41a903b_nohash_1, -1486, -909
LEFT ,left/e41a903b_nohash_2, -2268, -461
LEFT ,left/e41a903b_nohash_3, -1886, -1095
LEFT ,left/e41a903b_nohash_4, -2286, -884
LEFT ,left/e5e54cee_nohash_0, -2500, -2479
LEFT ,left/e5e54cee_nohash_1, -2179, -1185
LEFT ,left/e9901cf0_nohash_0, -2998, -1066
LEFT ,left/ea356919_nohash_0, -3071, -797
LEFT ,left/ef2a3cfb_nohash_0, -2535, -1248
LEFT ,left/f0ae7203_nohash_0, -2667, -1158
LEFT ,left/f264e0df_nohash_0, -3065, -778
LEFT ,left/f292725f_nohash_0, -3018, -974
LEFT ,left/f428ca69_nohash_0, -936, -1066
LEFT ,left/f428ca69_nohash_1, -2969, -1212
LEFT ,left/f428ca69_nohash_2, -3671, -940
LEFT ,left/f428ca69_nohash_3, -2890, -1030
LEFT ,left/f5496439_nohash_0, -2783, -1261
LEFT ,left/f6af2457_nohash_0, -2893, -1941
LEFT ,left/fa446c16_nohash_0, -2976, -1252
LEFT ,left/fa446c16_nohash_1, -2856, -1177
LEFT ,left/fce96bac_nohash_0, -2663, -853
LEFT ,left/fce96bac_nohash_1, -2438, -1110
LEFT ,left/fce96bac_nohash_2, -3010, -1128
LEFT ,left/fe1916ba_nohash_0, -1767, -1059
LEFT ,left/ffa76c4a_nohash_0, -2320, -1277
LEFT ,left/ffa76c4a_nohash_1, -3864, -1321
LEFT ,left/ffb86d3c_nohash_0, -1106, -1436
NO ,no/096456f9_nohash_0, -2037, -1014
NO ,no/096456f9_nohash_1, -902, -1125
NO ,no/0c40e715_nohash_0, -1162, -988
NO ,no/0ea0e2f4_nohash_0, -1733, -1269
NO ,no/1093c8e7_nohash_0, -2612, -1408
NO ,no/135c6841_nohash_0, -3168, -723
NO ,no/135c6841_nohash_1, -2292, -1206
NO ,no/135c6841_nohash_2, -1266, -1108
NO ,no/135c6841_nohash_3, -1194, -621
NO ,no/1528225c_nohash_0, -1203, -1344
NO ,no/1528225c_nohash_1, -1301, -724
NO ,no/1b4c9b89_nohash_0, -1821, -1740
NO ,no/1b4c9b89_nohash_1, -1453, -1434
NO ,no/1b4c9b89_nohash_2, -1609, -1344
NO ,no/1b4c9b89_nohash_3, -1502, -1358
NO ,no/1b4c9b89_nohash_4, -1582, -963
NO ,no/1cb788bc_nohash_0, -2166, -805
DOWN ,no/1f3bece8_nohash_0, -2012, -1489
NO ,no/1fe4c891_nohash_0, -1222, -995
NO ,no/20d3f11f_nohash_0, -1198, -1102
NO ,no/20d3f11f_nohash_1, -1661, -1462
NO ,no/24ad3ebe_nohash_0, -2948, -741
DOWN ,no/26b28ea7_nohash_0, -2287, -2030
NO ,no/2796ac50_nohash_0, -1517, -1539
NO ,no/2796ac50_nohash_1, -1513, -1079
NO ,no/27c30960_nohash_0, -2035, -944
NO ,no/27c30960_nohash_1, -1543, -1139
NO ,no/283d7a53_nohash_0, -980, -673
NO ,no/283d7a53_nohash_1, -1388, -830
NO ,no/283d7a53_nohash_2, -1303, -687
NO ,no/28497c5b_nohash_0, -2733, -1025
UP NO ,no/28497c5b_nohash_1, -1384, -2633
NO ,no/2c6d3924_nohash_0, -945, -810
NO ,no/2d82a556_nohash_0, -1147, -849
NO ,no/2fa39636_nohash_0, -1228, -648
NO ,no/2fa39636_nohash_1, -1991, -1218
NO ,no/37dca74f_nohash_0, -3308, -1415
NO ,no/37dca74f_nohash_1, -2302, -1016
NO ,no/37dca74f_nohash_2, -1896, -1348
NO ,no/37dca74f_nohash_3, -2321, -925
NO ,no/37dca74f_nohash_4, -1706, -1547
NO ,no/3c165869_nohash_0, -1745, -777
NO ,no/3c165869_nohash_1, -1049, -1023
NO ,no/3cbd76a3_nohash_0, -808, -856
NO ,no/3df9a3d4_nohash_0, -1997, -1095
NO ,no/3efef882_nohash_0, -1376, -1002
NO ,no/3efef882_nohash_1, -1416, -699
NO ,no/3f170018_nohash_0, -2405, -729
NO ,no/3f2b358d_nohash_0, -1726, -2399
NO ,no/3f2b358d_nohash_1, -2832, -3431
NO ,no/3f2b358d_nohash_2, -2539, -2656
NO ,no/3f2b358d_nohash_3, -2231, -2396
NO ,no/3f2b358d_nohash_4, -1160, -1994
NO ,no/3ff840aa_nohash_0, -904, -1007
NO ,no/412c675c_nohash_0, -927, -979
NO ,no/422d3197_nohash_0, -1256, -1074
NO ,no/422d3197_nohash_1, -1910, -1029
NO ,no/42beb5eb_nohash_0, -3327, -1403
NO ,no/44715c1c_nohash_0, -1926, -1320
NO ,no/47d01978_nohash_0, -2519, -953
NO ,no/47d01978_nohash_1, -1705, -941
NO ,no/4c4d2526_nohash_0, -2880, -1238
NO ,no/4c841771_nohash_0, -2900, -2497
NO ON ,no/563aa4e6_nohash_0, -1626, -2122
NO ,no/563aa4e6_nohash_1, -1217, -2616
NO ,no/563aa4e6_nohash_2, -1009, -2116
NO ,no/563aa4e6_nohash_3, -1232, -1161
NO ,no/563aa4e6_nohash_4, -1336, -1641
NO ,no/5744b6a7_nohash_0, -1019, -1116
DOWN ,no/5828dfa2_nohash_0, -2186, -1390
NO ,no/5b1db3ee_nohash_0, -2062, -709
NO ,no/5c8af87a_nohash_0, -1813, -1422
NO ,no/5c8af87a_nohash_1, -2880, -1546
NO ,no/5c8af87a_nohash_2, -1311, -1924
NO ,no/5c8af87a_nohash_3, -1646, -1695
NO ,no/5c8af87a_nohash_4, -1632, -1612
NO ,no/5e3dde6b_nohash_0, -2272, -1869
NO ,no/5e3dde6b_nohash_1, -1826, -2331
NO ,no/5e3dde6b_nohash_2, -2068, -2102
NO ,no/5e3dde6b_nohash_3, -1594, -1319
NO ,no/5e3dde6b_nohash_4, -1993, -2783
NO ,no/5f449e17_nohash_0, -3391, -1300
NO ,no/5f814c23_nohash_0, -840, -1263
NO ,no/5ff3f9a1_nohash_0, -1681, -1367
NO ,no/6021f08b_nohash_0, -1854, -802
NO ,no/62ff07ef_nohash_0, -1554, -1822
NO ,no/62ff07ef_nohash_1, -1567, -1167
NO ,no/653a48f5_nohash_0, -1865, -833
NO ,no/6736bc64_nohash_0, -1712, -1128
NO ,no/6736bc64_nohash_1, -3071, -1376
NO ,no/67961766_nohash_0, -2068, -654
NO ,no/67961766_nohash_1, -1426, -705
NO ,no/68dd409e_nohash_0, -1403, -1363
NO ,no/692a88e6_nohash_0, -2505, -1483
NO ,no/692a88e6_nohash_1, -1937, -1823
NO ,no/692a88e6_nohash_2, -1070, -1060
NO ,no/692a88e6_nohash_3, -2927, -1087
UP NO ,no/692a88e6_nohash_4, -1302, -2348
NO ,no/6e916de8_nohash_0, -1167, -956
NO ,no/6e916de8_nohash_1, -1215, -962
NO ,no/6e916de8_nohash_2, -1073, -1173
NO ,no/6f2f57c1_nohash_0, -1715, -1341
NO ,no/6f689791_nohash_0, -2490, -873
NO ,no/7257420c_nohash_0, -1958, -2116
NO ,no/782c1305_nohash_0, -3326, -890
NO UP ,no/798f702a_nohash_0, -1323, -3875
NO ,no/7bae88ed_nohash_0, -1156, -1088
NO ,no/7dc95912_nohash_0, -2707, -804
NO ,no/7e1054e7_nohash_0, -1863, -1315
NO ,no/8056e897_nohash_0, -1924, -901
NO ,no/82b99576_nohash_0, -3079, -1288
NO ,no/82b99576_nohash_1, -1825, -1540
NO ,no/82b99576_nohash_2, -1630, -1197
NO ,no/83957201_nohash_0, -2119, -2011
NO ,no/8494fba8_nohash_0, -1760, -643
NO ,no/8494fba8_nohash_1, -1603, -724
NO ,no/84d1e469_nohash_0, -1678, -1573
NO ,no/84d1e469_nohash_1, -1500, -1653
NO ,no/84d1e469_nohash_2, -1321, -1592
NO ,no/85834399_nohash_0, -1748, -1119
NO ,no/85834399_nohash_1, -1288, -735
NO ,no/85834399_nohash_2, -1677, -1406
NO ,no/8625475c_nohash_0, -1305, -668
NO ,no/863880b7_nohash_0, -1335, -945
NO ,no/863880b7_nohash_1, -1336, -692
NO ,no/881583a6_nohash_0, -1517, -916
NO ,no/881583a6_nohash_1, -1398, -712
NO ,no/881583a6_nohash_2, -1669, -793
NO ,no/8a325749_nohash_0, -2260, -1223
NO ,no/8c7f81df_nohash_0, -1641, -840
NO ,no/8c7f81df_nohash_1, -973, -825
NO ,no/8ec6dab6_nohash_0, -1486, -865
NO ,no/8ec6dab6_nohash_1, -1008, -1527
NO ,no/8ec6dab6_nohash_2, -994, -847
GO ,no/8fe52b97_nohash_0, -1000, -1201
GO ,no/8fe52b97_nohash_1, -1559, -1460
NO ,no/90b94017_nohash_0, -1522, -705
NO ,no/90b94017_nohash_1, -2091, -620
NO ,no/94de6a6a_nohash_0, -1413, -1320
NO ,no/94de6a6a_nohash_1, -2697, -1059
NO ,no/94de6a6a_nohash_2, -1474, -932
NO ,no/94de6a6a_nohash_3, -2028, -961
NO ,no/94de6a6a_nohash_4, -1576, -1925
NO ,no/964e8cfd_nohash_0, -923, -2234
NO ,no/964e8cfd_nohash_1, -779, -1013
NO ,no/964e8cfd_nohash_2, -1519, -832
NO ,no/964e8cfd_nohash_3, -1476, -1543
NO ,no/964e8cfd_nohash_4, -2597, -1690
DOWN ,no/97f4c236_nohash_0, -1039, -2121
NO ,no/97f4c236_nohash_1, -2232, -1729
NO ,no/97f4c236_nohash_2, -1828, -2607
NO ,no/97f4c236_nohash_3, -1753, -997
DOWN ,no/97f4c236_nohash_4, -2420, -1857
NO ,no/9a356ab9_nohash_0, -1724, -694
NO ,no/9a69672b_nohash_0, -2300, -1879
NO ,no/9a69672b_nohash_1, -1922, -997
NO ,no/9a69672b_nohash_2, -2740, -1260
NO ,no/9a69672b_nohash_3, -1835, -1050
NO ,no/9a69672b_nohash_4, -1708, -1110
NO ,no/9a7c1f83_nohash_0, -2499, -781
NO ,no/9a7c1f83_nohash_1, -2499, -1173
NO ,no/9a7c1f83_nohash_2, -1660, -1173
NO ,no/9a7c1f83_nohash_3, -1708, -1113
NO ,no/9a7c1f83_nohash_4, -1660, -781
NO ,no/9a7c1f83_nohash_5, -1162, -1113
NO ,no/9b3ea809_nohash_0, -1371, -921
NO ,no/9d171fee_nohash_0, -1945, -843
NO ,no/9e2ce5e3_nohash_0, -1721, -714
NO ,no/9e2ce5e3_nohash_1, -1334, -1441
NO ,no/9e2ce5e3_nohash_2, -1707, -1102
NO ,no/a1533da4_nohash_0, -1454, -2039
NO ,no/a2473d62_nohash_0, -2295, -668
NO NO ,no/a2473d62_nohash_1, -1577, -2099
NO ,no/a2473d62_nohash_2, -1480, -683
NO ,no/a4e8a997_nohash_0, -1672, -1591
NO ,no/a591c2ea_nohash_0, -1634, -1291
NO ,no/a60a09cf_nohash_0, -1983, -711
NO ,no/a60a09cf_nohash_1, -1840, -900
NO ,no/aa233654_nohash_0, -2339, -1496
NO ,no/af130f12_nohash_0, -1704, -1032
NO ,no/af130f12_nohash_1, -1540, -905
NO ,no/af405b69_nohash_0, -1603, -1175
NO ,no/af405b69_nohash_1, -2080, -842
NO ,no/af405b69_nohash_2, -2187, -872
NO ,no/af7a8296_nohash_0, -1468, -1126
NO ,no/af7a8296_nohash_1, -1997, -1219
NO ,no/af8b2f2c_nohash_0, -2343, -799
NO ,no/af8b2f2c_nohash_1, -2118, -881
NO ,no/b2e2773a_nohash_0, -2494, -1857
NO ,no/b49caed3_nohash_0, -2350, -1932
NO ,no/b49caed3_nohash_1, -2250, -2014
NO ,no/b49caed3_nohash_2, -2064, -1178
NO ,no/b49caed3_nohash_3, -2180, -1079
NO ,no/b49caed3_nohash_4, -2277, -1298
NO ,no/b83c1acf_nohash_0, -2237, -1475
NO ,no/b83c1acf_nohash_1, -2100, -954
NO ,no/b83c1acf_nohash_2, -1886, -1104
NO ,no/b83c1acf_nohash_3, -2141, -912
NO ,no/b83c1acf_nohash_4, -1604, -794
NO ,no/b97c9f77_nohash_0, -1952, -1188
NO ,no/b97c9f77_nohash_1, -1553, -1336
NO ,no/b97c9f77_nohash_2, -1689, -1276
NO ,no/b97c9f77_nohash_3, -1244, -1061
NO ,no/b97c9f77_nohash_4, -2357, -1601
NO OFF ,no/c0e0f834_nohash_0, -1165, -2439
NO ,no/c22d3f18_nohash_0, -836, -1635
NO ,no/c22d3f18_nohash_1, -1184, -1479
NO ,no/c22d3f18_nohash_2, -669, -880
NO ,no/c22d3f18_nohash_3, -749, -1787
NO ,no/c22d3f18_nohash_4, -895, -838
NO ,no/c518d1b1_nohash_0, -2178, -1313
NO ,no/caf9fceb_nohash_0, -1837, -1466
NO ,no/cc592808_nohash_0, -2967, -874
NO ,no/cd85758f_nohash_0, -3124, -834
NO ,no/cd85758f_nohash_1, -2673, -1373
NO ,no/cd85758f_nohash_2, -2506, -1461
NO ,no/cd85758f_nohash_3, -2916, -961
NO ,no/cd85758f_nohash_4, -2069, -910
NO ,no/cfde27ba_nohash_0, -2055, -2736
NO ,no/d0faf7e4_nohash_0, -1858, -1521
NO ,no/d0faf7e4_nohash_1, -1932, -1049
NO ,no/d0faf7e4_nohash_2, -1955, -1101
NO ,no/d0faf7e4_nohash_3, -2166, -1005
GO ,no/d0faf7e4_nohash_4, -1350, -1051
NO ,no/d5ca80c6_nohash_0, -1483, -1089
NO ,no/d7467392_nohash_0, -1766, -885
NO ,no/d91a159e_nohash_0, -1574, -1502
NO ,no/d91a159e_nohash_1, -1372, -1463
NO ,no/dc75148d_nohash_0, -1651, -662
NO ,no/e1469561_nohash_0, -1995, -1295
NO ,no/e1469561_nohash_1, -1897, -1415
NO ,no/e1469561_nohash_2, -1634, -1186
NO ,no/e1469561_nohash_3, -1281, -2192
NO ,no/e1469561_nohash_4, -1811, -1508
NO ,no/e41a903b_nohash_0, -1912, -651
NO ,no/e41a903b_nohash_1, -1734, -659
NO ,no/e41a903b_nohash_2, -1683, -670
NO ,no/e41a903b_nohash_3, -1397, -614
NO ,no/e41a903b_nohash_4, -2609, -945
NO ,no/e5e54cee_nohash_0, -2660, -1503
NO ,no/e5e54cee_nohash_1, -1829, -1396
NO ,no/e71b4ce6_nohash_0, -2241, -1418
NO ,no/ef2a3cfb_nohash_0, -1704, -1000
NO ,no/f0ae7203_nohash_0, -1757, -1375
NO ,no/f292725f_nohash_0, -1274, -739
NO ,no/f428ca69_nohash_0, -2000, -756
NO ,no/fa446c16_nohash_0, -2857, -1845
NO ,no/fa446c16_nohash_1, -1710, -977
NO ,no/fe1916ba_nohash_0, -1076, -940
NO ,no/ffa76c4a_nohash_0, -1558, -1566
NO ,no/ffb86d3c_nohash_0, -1805, -766
OFF ,off/096456f9_nohash_0, -1753, -990
OFF ,off/096456f9_nohash_1, -1246, -999
UP ,off/0c40e715_nohash_0, -1089, -1191
OFF ,off/0c40e715_nohash_1, -1244, -1006
OFF ,off/0c40e715_nohash_2, -1477, -723
OFF ,off/0c40e715_nohash_3, -1722, -811
OFF ,off/0d53e045_nohash_0, -934, -1577
OFF ,off/0d53e045_nohash_1, -1457, -869
OFF ,off/0d53e045_nohash_2, -2376, -1183
